 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20,snm_21,snm_22,snm_23,snm_24,snm_25,snm_26,snm_27,snm_28,snm_29,snm_30,snm_31,snm_32,snm_33,snm_34,snm_35,snm_36,snm_37,snm_38,snm_39,snm_40,snm_41,snm_42,snm_43,snm_44,snm_45,snm_46,snm_47,snm_48,snm_49,snm_50,snm_51,snm_52,snm_53,snm_54,snm_55,snm_56,snm_57,snm_58,snm_59,snm_60,snm_61,snm_62,snm_63,snm_64,snm_65,snm_66,snm_67,snm_68,snm_69,snm_70,snm_71,snm_72,snm_73,snm_74,snm_75,snm_76,snm_77,snm_78,snm_79,snm_80,snm_81,snm_82,snm_83,snm_84,snm_85,snm_86,snm_87,snm_88,snm_89,snm_90,snm_91,snm_92,snm_93,snm_94,snm_95,snm_96,snm_97,snm_98,snm_99,snm_100,snm_101,snm_102,snm_103,snm_104,snm_105,snm_106,snm_107,snm_108,snm_109,snm_110,snm_111,snm_112,snm_113,snm_114,snm_115,snm_116,snm_117,snm_118
RF02924#URS0000D6722E_997827/1-84#subopt2,    0.040286,   -0.037269,   0.0965037,  0.00483812,  -0.0288895,   0.0200195,   0.0122956,  -0.0205575,  -0.0170517,  -0.0254418,  0.00608501,-0.000165568,   -0.033103,   0.0365424,   0.0446943,   0.0328292,   0.0103142, 0.000966831,   0.0298492,  -0.0591436,  0.00196045,   0.0402497, -0.00669557,  0.00346021, -0.00635974,    0.104245,   0.0300096,  -0.0447588,  0.00735157,  -0.0216099,  -0.0119044,   0.0129207,  0.00972648,   0.0204962,   0.0442403,  -0.0292195,   0.0159748,  -0.0748951,    0.033942,  -0.0330744,    0.026403,   0.0166165,  -0.0449662,    0.064876,  0.00171141,  0.00959867,   0.0167566,  -0.0110216,  -0.0288382,   0.0278166,   0.0109459, 0.000803426,  0.00342465,  -0.0498897,  0.00227564,  -0.0288745,  -0.0229899,   0.0443947,  -0.0170495, -0.00996021,   0.0473066,  -0.0107379,  -0.0312183,   0.0504542,   0.0297134,  -0.0200677, -0.00338519,    0.014458, -0.00532823,  -0.0257492,   0.0092053,  -0.0467133,   0.0280577,  -0.0268215,  0.00366512,   0.0236013,   -0.035905,  0.00809624,  0.00225295,  0.00139926, -0.00494121,  -0.0129351,  -0.0563907,   0.0269889,   0.0026972,    0.019076,   0.0126298,  -0.0031304,   0.0343048,   0.0148785,    0.033107,  0.00933421,   0.0407514,  -0.0310616, -0.00864059,   0.0185448,   0.0232317, 9.33062e-05,  -0.0244217,  -0.0151422,-0.000742013,   0.0125889, -0.00115099,  0.00029348,-0.000515885,  -0.0253789,  0.00321015, -0.00161166, -0.00565241,  0.00602685,  0.00439481,  0.00519479, -0.00553188,  -0.0107937,  0.00585267, -0.00773198, -0.00512187,  0.00731671
RF02924#URS0000D6722E_997827/1-84#subopt3,   0.0457889,  -0.0393366,   0.0805561,   0.0142806, -0.00413283,   0.0252467,    0.026573, -0.00712177,  0.00730733,  -0.0512695,   0.0260424,   0.0274141,  0.00404478,   0.0015455,   0.0470785,-6.32361e-05,   0.0198583,   0.0218865,   0.0752638,  -0.0274497,  0.00985698,   0.0158532,   0.0409889,   0.0458956,  -0.0657891,   0.0967514,   0.0103198,   0.0181456,   0.0491821,  -0.0193132, -0.00987218,  -0.0594247,   0.0508821,  -0.0229552,   0.0671718,   0.0181184,   0.0696573,  -0.0751411, -0.00868532,  -0.0569344,    0.101386,   0.0382706,  -0.0283309,   0.0575398,    0.019809,  -0.0256436,   0.0294892,    0.024781, -0.00105086, -0.00855958,   0.0237698,  -0.0187512,   0.0188861,  -0.0241669,  -0.0227064,   0.0129278,    -0.01416,  -0.0197774,   0.0475835,    0.012149,   0.0317962,  -0.0490325,   0.0480028,   0.0118375,  0.00287057,   0.0147448,  -0.0190628,  -0.0279131, -0.00662449,  -0.0190217,  -0.0296601,   0.0333347, -0.00713411,   0.0197495,   -0.054982,   -0.030215,   0.0238675,   0.0217009,  0.00595477, -0.00682171,  -0.0198872,   0.0353109,  -0.0252357,   0.0135725,   0.0216011,  -0.0186038,  0.00889901,  0.00165063,  0.00546975,  0.00108726,  -0.0137758, -0.00519564,  -0.0175708,   0.0533333,  -0.0163701,  -0.0219261,   0.0576613,   0.0306786,  -0.0260565,  0.00586627,   0.0188744,   0.0019189,  -0.0235146,   0.0245079,   0.0082096,   0.0459227,  -0.0202899, -0.00283416,  0.00410589,   -0.006772,  -0.0074422,  -0.0155025,   -0.002049,  -0.0133976,  0.00197752, -0.00175023,  -0.0136792,  -0.0169895
RF02924#URS0000D6722E_997827/1-84#subopt4,      0.0405,  -0.0299507,   0.0865381, -0.00221541,  -0.0258613,  0.00681393,-0.000883975,  -0.0281752,  0.00625177,  -0.0591568,   0.0087888,  -0.0118042,   0.0361489,  -0.0660007,   -0.034543,  -0.0158388,  -0.0313436,   0.0424486,  -0.0372552, -0.00626265, -0.00237593,  -0.0138797,  -0.0306579,   0.0483295,   0.0275023,  -0.0232097,   0.0266948,  -0.0644099,  -0.0173623,  -0.0448456,   0.0226999,   0.0714839,    0.015593, -0.00736797,   0.0147019,  0.00863894,   0.0529637,  -0.0660058,   0.0639155,  -0.0563254,    0.021565, -0.00719388,  -0.0434546,   0.0566319, -0.00857505,   0.0270859,   0.0640347,   0.0110105,  -0.0386692,   0.0395478, -0.00656209,   0.0486571,   0.0236278,  -0.0276509,  -0.0394603,   0.0224917,   0.0600255,   0.0237711,   -0.040175,  0.00593955,   0.0212928,   -0.013392,  -0.0631572,  -0.0517514,   0.0353645,   0.0506023,   0.0372396,  -0.0105483,  -0.0470027,   0.0313392,  -0.0198538,  -0.0365415,   0.0125972,  0.00153497,   0.0690237, 0.000379857,   0.0191885,   -0.039339,  -0.0210272,   0.0211842,    0.052544,  -0.0570563, -0.00582377,   0.0138977,-0.000112057,  -0.0119358,  -0.0330326,   0.0594957,  0.00141811,   -0.013095,   0.0203811,   0.0203488,   0.0357881,  -0.0190359,    0.032525,  -0.0172434,  -0.0710885,   -0.017133, -0.00156172,   0.0341067,  0.00603785,  -0.0160647,   0.0215438,  -0.0277986,  0.00700375, -0.00593108,  -0.0193867,  0.00337851,  0.00992331,  -0.0130879,  -0.0104182,   0.0118528, -0.00176796, -0.00268644,   0.0143285,  0.00829568, 0.000533206,   0.0297283
RF02924#URS0000D6722E_997827/1-84#subopt5,   0.0459589,   -0.037787,   0.0731741,   0.0199746,  0.00336397,   0.0383929,  -0.0310578,  -0.0561732,   0.0191315,  0.00456681,   0.0526649,  0.00238768,   0.0522624,   -0.102782,  -0.0361873,   -0.090326,  0.00808154,   0.0177997,  -0.0364755,   0.0729013, -0.00903714,   0.0285442,  -0.0265063, -0.00526924, -0.00288202,   0.0873222,  -0.0395629,  -0.0364273, 0.000315439,  -0.0198057,  -0.0155306,  0.00726413,    0.013383,  -0.0614814,   0.0215946,  0.00139544,   0.0122055,  -0.0474091, -0.00827558,   -0.052919,    0.103476,   0.0465337,  -0.0131083,   0.0511197,   0.0104507,   0.0184402,   0.0125734,   0.0185893,  -0.0159789, -0.00247933,   0.0178003,   0.0530488,   0.0104146,  -0.0129254,  0.00875419, -0.00599183,   0.0112611,  0.00991565,  -0.0334215,  -0.0512955,  -0.0141597,   0.0301036,  -0.0056593,   0.0351722,   -0.017876, -0.00195286,   -0.030032,    0.039356,  -0.0132635,  -0.0174714,   0.0154037,   0.0348694,   0.0318239,  -0.0338042,    0.017647,   0.0246203,  0.00435784,   0.0282287,   0.0244583,    0.020863,   -0.046985,   0.0231016,   0.0382932,   0.0459423,   0.0357666, -0.00535856, 0.000648075, -0.00328586,  -0.0391378,  0.00501225,  -0.0116992,  -0.0017446,   0.0373569,  -0.0131782,  -0.0428535,  -0.0151975,   0.0583131,  -0.0314378,   0.0188131,   0.0237753,   0.0117015,   0.0255588,   0.0401223,  0.00299098,  -0.0012253, -0.00584853,  -0.0024938,   0.0136795,  -0.0102795,-0.000655207,  0.00205203,  -0.0574572, -0.00213841, -0.00910866,  -0.0314584,   0.0190542,   0.0137789,  -0.0132605
RF02924#URS0000D6722E_997827/1-84#subopt6,   0.0396087,  -0.0342841,   0.0935811,-0.000295125,  -0.0214607,  0.00794093, -0.00473846,  -0.0121078,    -0.02199,  -0.0257262,   0.0105285,  -0.0200413,   0.0110255,  -0.0272441,  -0.0783892,  -0.0546544,   -0.106894,   0.0378371,  -0.0872133,  0.00304582, -0.00198813,  -0.0455218,   0.0176803,   0.0440152, -0.00185989,   0.0330226, -0.00509404,   0.0426085,  -0.0329299,  -0.0575698,   0.0199217,    0.055677,  -0.0444684,   0.0194547,   0.0323798,-0.000308154,   0.0531186,  -0.0568547,   0.0573537,  0.00715416,    0.014804,  -0.0349158,   -0.103528,   0.0444719, -0.00663115,  -0.0339568,  -0.0093449,  -0.0223245,  -0.0117046, -0.00757191,    0.016907,  -0.0143223,  -0.0231113,  0.00756854,    0.016375,  0.00803495, -0.00169915,   0.0154762,   0.0378333,  -0.0191827,   0.0343531,   0.0122128,  0.00614142,    0.004016,  -0.0222734,  -0.0237371,   0.0144568,   0.0285118,   0.0150787,  0.00748262,   0.0167309,   0.0147473,  -0.0198973,  -0.0207976,   -0.052109, 0.000366321,  -0.0337018,   0.0102545,   0.0162897, -0.00543604,  -0.0595986,   0.0368399,  0.00111934, -0.00551466,  -0.0167924,   0.0105891,  -0.0133072,  -0.0482019,    0.027878,   0.0291474,  -0.0213833,  -0.0108817,  -0.0305804,   0.0214176,  0.00625089,   0.0143837,   0.0204409,  0.00581491, -0.00966207,   -0.023579,  -0.0119935,  -0.0108343, -0.00429557,   0.0208115,   -0.016707,  -0.0521284,   0.0177311, -0.00799728,  0.00127097,   0.0151207,   0.0112493,   0.0403174,  -0.0109458,  0.00232466,   0.0148592, -0.00891371, -0.00868639,  -0.0176182
RF02924#URS0000D6722E_997827/1-84#subopt7,  0.0461235, -0.0238686,  0.0944876, 0.00756737,-0.00654659, 0.00774436,  0.0144781, -0.0233683,  0.0193455,  -0.047486, -0.0209851,  0.0151494, -0.0273589,  0.0294589,  0.0907381,  0.0479555,  0.0434231,  0.0102085,  0.0203186, -0.0701555,-0.00145539,  0.0421202,-0.00314877, -0.0108058,   0.025304,  0.0164489, -0.0316811, -0.0518358, 0.00903806,  0.0158581,  0.0303969,   0.037751, -0.0254441,  0.0235041,  -0.011766,  0.0236545,-0.00906566, 0.00599224,  0.0164567,  0.0174082, 0.00229665, -0.0654715, -0.0448939,   0.011458, 0.00389082,-0.00820608,  0.0413175,  0.0203415, 0.00549586, 0.00341384,-0.00984095,-0.00275481,  0.0283373,  0.0111691,  -0.015889, -0.0341774,  -0.002297, -0.0389393,-0.00925756, -0.0197037,  -0.019454,  0.0141454,  0.0348291,  0.0127217,-0.00606336,  0.0381468,  0.0276236, -0.0233853,  0.0144065,  0.0880765, -0.0128544, -0.0226329, 0.00246286, -0.0526492, 0.00342724,  0.0223279, 0.00255938, -0.0782821,  0.0279221,  0.0562021,   0.013114, -0.0528647,  0.0309737, -0.0333488, -0.0360565,  0.0303617,-0.00426931,  0.0396562,  0.0835855,  0.0389816,-0.00339155, -0.0528101, -0.0284945,-0.00667799,-0.00421102,-0.00924298,  -0.062207,  0.0524548,-0.00298547, 0.00675606,  0.0247802,-0.00255741, 0.00103735, -0.0349546,  0.0198839, -0.0585915, 0.00438246, -0.0147851, 0.00717152, 0.00921354, 0.00157211,-0.00481529,  0.0031106,-0.00430413,  0.0188783,  0.0105064, 0.00650551,-0.00165421
RF02924#URS0000D6722E_997827/1-84#subopt8,   0.0461564,  -0.0293978,   0.0892993,   0.0213431, -0.00169821,   0.0271016,  -0.0299087,  -0.0502233,   0.0062376,   0.0299852, -0.00478318,-0.000355275,  -0.0496159,   0.0265081,   0.0854287,   0.0165438,   0.0597723,  -0.0110126,   0.0101954,  -0.0563617,  -0.0204327,   0.0520941,  -0.0399787,  -0.0298348,   0.0251435,   0.0510735,  -0.0155572,  -0.0275296,   0.0360931, -0.00546238,    0.013027,  0.00352055,  -0.0624145,     0.02277,  -0.0154036,   0.0343873,   0.0228864,  0.00470186,  -0.0027438, -0.00844562,   0.0114969, -0.00478592,  -0.0116591,   0.0361256, -0.00348119, -0.00992309,  -0.0373205,  -0.0313844,  0.00870184,  -0.0113098,   0.0213753, -0.00790948,  0.00786299,   0.0285922,   0.0622242, -0.00304755,  0.00652316, -0.00831132,  -0.0127472,   0.0154798,  -0.0289449,   0.0435434,  -0.0345051,  -0.0330618,  -0.0438808,    -0.04436,   0.0413446,    -0.04559,    0.076228,  0.00445276,   0.0380562,   0.0153779, -0.00304313,  -0.0943227,   0.0246912,  -0.0279122,  0.00493789,   0.0033538,  -0.0330346,   0.0436775,  0.00592509, -0.00139963,   0.0480142,  -0.0822783,-0.000740521,   0.0152002, -0.00264562,   0.0349059,  -0.0422209,   0.0110837,   0.0228991, -0.00569861, 0.000709376,  -0.0370512,   0.0217256,  0.00847529,    0.027766,   0.0341702,   0.0306193,  0.00381664,  0.00182963,   0.0162487,  0.00395448,  -0.0108469,   0.0105783,  -0.0057097,  0.00794471,-0.000576694,  0.00757561, 4.33539e-05, -0.00835176,  -0.0157986,  -0.0085145, -0.00681408,   0.0260223,   0.0104894, -0.00635453,   0.0309078
RF02924#URS0000D6722E_997827/1-84#subopt9,   0.0467696,  -0.0303274,   0.0848737,   0.0208977,    0.018166,  0.00109542,  -0.0316288, -0.00275538,  -0.0278562,   0.0352266,  -0.0413849,   -0.036039,  -0.0561271,    0.122466, -0.00149323,   0.0336182,   0.0337527,  -0.0627137,  -0.0270812,   -0.041577,   0.0280523, -0.00342733,   0.0410886,  -0.0686609,  0.00271143,   0.0157871,  -0.0363976,   0.0910165,    -0.01578,   0.0172793,  -0.0180926,   0.0344272,   0.0307564,   -0.018223, -0.00193775,   0.0115013,  -0.0379981,   0.0618789,-0.000814479,   0.0383985,  -0.0171917,  0.00201674,   0.0543855,  0.00646771,   0.0201068,  0.00225061,   0.0196892,    0.012672,-0.000659985,   0.0366844,  -0.0292869, -0.00873691, -0.00543932,  -0.0232426,   0.0500621,   0.0411168,   0.0158036,   0.0183202, -0.00576063,   0.0104027,  -0.0637332,  -0.0358944, -0.00518106,  -0.0149673,  -0.0242503,   0.0031588,  -0.0230673,   0.0286659,   0.0186843,   0.0359436, -0.00330746,-0.000573537,  -0.0052744,  0.00138883,   0.0214795,  -0.0140267,   0.0228577,  -0.0340943,   0.0228582,   0.0135835,  -0.0419209,-0.000910659,  0.00896763, -0.00796895,    0.059673,  -0.0583147,   0.0026487,  -0.0287875,  -0.0252577, 0.000119289,  -0.0320173,  -0.0103954,  0.00665198,  0.00837412,  -0.0157132,  -0.0252956,  0.00554414,   0.0125831,   0.0346731,  -0.0196253,   0.0363468,  0.00415142, -0.00325849, -0.00251024,  0.00167515,    0.029967,  0.00634822,  0.00953094, -0.00569348,  -0.0219254,   0.0214461,  -0.0042337,   0.0196787,   0.0170956,  -0.0233144,  0.00677316, -0.00465653,  -0.0220094
RF02924#URS0000D6722E_997827/1-84#subopt10,   0.0515313,  -0.0172501,    0.071063,   0.0143242,  -0.0399797,   0.0335574,  0.00213284, -0.00401529,   0.0413368,   0.0773248,  -0.0560685,  0.00961838,   -0.024152,  -0.0164567,  -0.0016156,    0.011947,  0.00730956,   0.0624648,  0.00917065,   0.0386875,  -0.0147658,   0.0149073,  -0.0140373, -0.00890366,  -0.0524152,  -0.0705613,   0.0103121, -0.00267781,  -0.0191968,   0.0138023,  -0.0333246, -0.00231201,    0.002237,   0.0221896,  -0.0522829,   0.0621701,  -0.0792426,   0.0352148,  -0.0783133,  -0.0231254,  -0.0607251,   0.0314081,    0.018613,  -0.0378687,   0.0264805,  -0.0040184,   0.0369595,  -0.0330874,  -0.0174204,   0.0870246,  0.00301388,  -0.0607828, 0.000719135,  -0.0174368,   0.0190788,   0.0666851,  0.00364156, 0.000986791,  0.00638596,   0.0354441,  -0.0266905,  -0.0217259, 0.000420533,  -0.0478686,  -0.0398589,   0.0219224,  -0.0151777,   0.0286652,   0.0153889,   0.0412622,   0.0224492, -0.00195363,  -0.0312062,  -0.0162066,   0.0104396,  -0.0337069,   0.0379661,  -0.0046581,   0.0163127,  -0.0175848,  -0.0689362,   0.0039624,  -0.0166572,  0.00416532,   0.0486918,  -0.0365175,  0.00148738,  -0.0162578,-0.000678014,   0.0134952,  -0.0535892,  -0.0305136,   0.0445522,   0.0128926,   0.0131441,  -0.0119103,   0.0168656,   0.0129458,   0.0211043,   0.0193652,   0.0173199,  -0.0064942,   0.0510027,   0.0182462,   0.0059587,  0.00145362, -0.00111908,   0.0149084, -0.00180914,  0.00422351,  0.00906436,  0.00760012,   0.0156917,   0.0118622,  0.00277419,   0.0235085,  0.00806254,   0.0153974
RF02924#URS0000D6722E_997827/1-84#subopt11,   0.0475486,  -0.0282859,   0.0861922,   0.0258256, -0.00543715,   0.0143188, -0.00332354,   -0.063291, -0.00195101,   0.0436792,  -0.0317715,   0.0183075,  -0.0481713,   0.0624693,   0.0489923,   0.0475417,   0.0407323,  -0.0178964,   0.0159896,  -0.0379246,  0.00693119,   0.0262785, 0.000537009,  -0.0314904,   0.0263567,  0.00089743,  -0.0136687,  -0.0367811,   0.0270783,   0.0110101,  -0.0278728,  0.00461719,   0.0196063,   0.0273405,  -0.0167313,   0.0249865,  0.00387112,  0.00332473, -0.00582648,   0.0326123,  0.00112759,  0.00619326,  0.00132325,   0.0422893,   0.0326016, -0.00945707,  -0.0174793,   0.0067743,  -0.0279569,   0.0405885,   -0.035403,  -0.0303368,   0.0157929,   -0.038414,   0.0355961,   0.0356029,  -0.0159472,     0.03451,  -0.0278297,  0.00936399,-0.000470524,   0.0045365,  -0.0377193,  -0.0269392, -0.00753127,   0.0476381, -0.00401494,   0.0273557,   0.0291862,   0.0279156,   0.0503074,  -0.0598682,  0.00501374,  -0.0288963,   0.0215438,   0.0253261,  -0.0124225, -0.00407778,    0.011593,  0.00237553,  -0.0565558,  -0.0380267,  -0.0328128, -0.00301459,   0.0438696,  -0.0600289, -0.00650558,  -0.0142006,   0.0279771,   0.0077275,    0.022122,  0.00125336,   0.0478496,  0.00589067, -0.00226368,  -0.0107325,   0.0279289,   0.0286918, -0.00185972,  -0.0064766,   0.0292178,   0.0128826,  0.00736436, -0.00603341, 3.42951e-05,  -0.0233101, -0.00109275,   0.0118831, -0.00925673, -0.00156453,  0.00305272,  0.00242357,  0.00722089,  0.00416063,  -0.0125362,  0.00956443,  -0.0040954,  0.00402669
RF02924#URS0000D6722E_997827/1-84#subopt12,   0.0516006,  -0.0286705,    0.062901,    0.037959,   0.0213972,   0.0303987,  -0.0272205,  -0.0992012,   0.0260413,   0.0602591,  0.00404822,    0.020753,    0.057972,  -0.0795517,  -0.0454718,  -0.0611659,   0.0304481,  0.00769279,  -0.0534564,   0.0729931,  -0.0119986,   0.0240414, -0.00675065,  -0.0362337,   0.0375584,  -0.0219934,  -0.0818872,  -0.0322319,   0.0389072,   0.0159557,  -0.0345417,  0.00755739,   0.0251504,  -0.0580447,  -0.0238444,   0.0590163,  -0.0117025,   0.0693298,  -0.0364395,   0.0453075,   0.0623095,      0.0451,   0.0533676,   0.0286643,   0.0304527, -0.00136252,  0.00361121,   0.0618694, -0.00658259,   0.0127748,  -0.0484383,  -0.0377254,   0.0319309,  -0.0452898,   0.0440967,  -0.0686825,  -0.0844096,  -0.0520912,  -0.0144205,   0.0437743,   0.0245728,  -0.0670027,   0.0232849,   0.0652093,   0.0640585,  0.00344416,   -0.042295,  -0.0339897, -0.00478357,  -0.0164362,  -0.0264928,   -0.030478,   0.0220904,   0.0293975,   0.0381185,  -0.0100425,   0.0572434,  0.00871271,  0.00128762,   0.0149154,   0.0203422,  -0.0252846, -0.00712287, -0.00253139,   0.0596978,   -0.022503,   0.0251677,   0.0211918,  -0.0088774,  -0.0206515,  0.00662862,  -0.0251633,  0.00441199,  -0.0161433,  -0.0428225,  -0.0291244,  -0.0160978,  0.00828785,   0.0117812,  -0.0122506,   0.0281752,  0.00947951,  -0.0288946, -0.00235299,   0.0118648,   0.0704233, -0.00232182,  0.00855353,  0.00165256,  0.00994296,   0.0102669,   0.0557181,  0.00169127,  0.00929486,-7.57862e-05,  0.00242408, -0.00525696, -0.00925795
RF02924#URS0000D6722E_997827/1-84#subopt13,   0.0470623,  -0.0259521,   0.0833387,   0.0221707, 0.000858513,  0.00360516,  -0.0212992,  -0.0584518,  -0.0125784,   0.0438287,  -0.0348872, -0.00477998,  0.00737815, -0.00926339,  -0.0807047,  -0.0406064,  -0.0809537,   0.0237035,   -0.110552,  0.00539601, -0.00364888,  -0.0517396,   0.0336768,  0.00529374,   0.0348103,  -0.0707747,  -0.0545073,   0.0563299,  0.00998639,   -0.020835,  0.00216054,    0.039363,  -0.0399272,   0.0267592,  -0.0178374,   0.0647577,   0.0358982,   0.0553364,   0.0134068,   0.0881459,  -0.0165085,  -0.0319174,  -0.0243252,   0.0232427,   0.0227122,  -0.0556905,  -0.0370663,   0.0080166,  0.00645519,   0.0104083,  -0.0603694,  -0.0977289, -0.00530357,  -0.0219224,    0.068904,  -0.0455355,  -0.0874702,  -0.0613398,   0.0705079,      0.0727,   0.0918893,  -0.0616912,   0.0190301, -0.00528174,   0.0254426,  -0.0467678,   0.0262079,  -0.0519471,   0.0152014, -0.00709262,  -0.0166721,  -0.0733802,  -0.0399531,  -0.0040631,   0.0112401, 0.000693088,   0.0304289,-0.000663515,  -0.0234957,  0.00862888,   0.0166034,  -0.0333986,   -0.021866,   0.0110119,  -0.0205793,  -0.0228285,  -0.0285846,  0.00707869,  -0.0111878,   0.0290388,  0.00643746,  -0.0195124,   0.0125614,    0.013235, -0.00873477,  -0.0080321,   0.0200774,-0.000192386, -0.00654982,  0.00155102, -0.00992906, -0.00920519,   0.0219947,   0.0093783, -0.00929536,  0.00645858,  -0.0166012, 0.000609946,  0.00641047, -0.00844533, -0.00115711,  -0.0335143,  0.00634482,  0.00519401, -0.00451371,  -0.0117889,   -0.022763,  -0.0258389
RF02924#URS0000D6722E_997827/1-84#subopt14,   0.0412446,  -0.0318075,   0.0814985,  0.00589637,  -0.0293793,   0.0122442,   0.0271657,  -0.0311273,   -0.017467, -0.00714494,  0.00531275,   0.0116987, -0.00468375,   0.0131361,  -0.0223976,   0.0248495,  -0.0223572,   0.0137652, -0.00150456,   0.0230108,   -0.016034,  0.00819051,  -0.0327569,    0.057544,-3.81122e-05,  -0.0121076,    0.045492,  -0.0874726,  0.00168676,  -0.0253803,  -0.0560714,   0.0218807,   0.0265746,   0.0350947,  -0.0603345,   0.0103129,  -0.0259381,   0.0100731,  -0.0602884,  -0.0362643,  -0.0779834,  -0.0217556,   0.0743699,  -0.0349012,  -0.0476662, -0.00884092,   0.0109153,   0.0215932,   0.0505387,  0.00921121, -0.00149808,   -0.070248,   0.0110927,   0.0457392,-0.000266234,   0.0272536,   0.0358545,   0.0244637,  0.00386128,  0.00502597,  -0.0319724,  -0.0141546,  -0.0267086,  -0.0437898,  -0.0184303, -0.00415168,   0.0477715,  -0.0200804,  -0.0243543, -0.00997534,   0.0283201,   0.0786496,  -0.0208773,   0.0654706,   0.0312907,  -0.0043681,   0.0281257,   0.0183594,   0.0155419,  0.00529838,   0.0941435,  0.00741948, -0.00350624,  0.00723588,   0.0177155, -0.00650907,  -0.0450188,  0.00614648, -0.00943475,  -0.0206354,  0.00558057,   0.0320145,  -0.0158358,   0.0464057, -0.00329603,  0.00138291,   0.0549426,  -0.0103571,   0.0240025,  -0.0391335,  -0.0142992,   0.0241171,  -0.0307979,  -0.0127696,  0.00182244,  -0.0104222,  0.00136383,  0.00425312,  0.00962572, -0.00729889,  -0.0143576,  0.00149574,  -0.0106533,  0.00600799, -0.00108238,  -0.0123002, -0.00692724,  -0.0145729
RF02924#URS0000D6722E_997827/1-84#subopt15,   0.0469939,  -0.0303819,   0.0851571,   0.0228342,   0.0219513, -0.00368012,  -0.0291059, -0.00658658,  -0.0221286,   0.0414669,  -0.0593835,  -0.0322846,  -0.0536689,    0.129717,-7.82907e-05,   0.0288742,   0.0197442,  -0.0672332,  -0.0140703,  -0.0298482,    0.042898, 0.000955366,   0.0419098,  -0.0773949,  0.00302921, -0.00711584,  -0.0286392,   0.0831591,  -0.0325148,  0.00275619,  0.00785998,  0.00222441,   0.0206509,   -0.048902,  0.00530547,  -0.0580213,  -0.0268707,   0.0404051,   0.0130613,  0.00761208,  -0.0257608,   0.0150191,   0.0523255,  -0.0395936, -0.00568379,   0.0254879, -0.00632049,  -0.0218853,  0.00501836,   -0.038046,   0.0233976,   0.0465377,  -0.0129801,   0.0132142,  -0.0204469,   -0.015968,   0.0364863,   0.0445671,  -0.0118795,  -0.0129042,  -0.0300416, -0.00987331,   0.0155285,   0.0148251,  0.00810213,  -0.0438902,  -0.0126486, -0.00479472,  -0.0129829,  -0.0289858,  -0.0515802,   0.0047361,   0.0168491,   0.0175298,-0.000172644, -0.00432242,  -0.0226452,  -0.0336593, -0.00318135,  0.00362162,   0.0505066,  0.00882341,  0.00714479,  0.00027497,  -0.0312504,   0.0345003,  0.00919139,  -0.0135785,    -0.02815, -0.00215167,   0.0179671,  0.00887323,  -0.0104436,  -0.0264045, -0.00266328,   0.0107668,  -0.0178848,  -0.0154677,   0.0140434,  0.00415463,  -0.0227709,  0.00395856,   0.0118495,  -0.0130227,  0.00345964,   0.0166932, -0.00456109, -0.00510853,  0.00665087, -0.00627892,   0.0118145,   0.0259181,-0.000176092,  0.00583855,  -0.0134704, -0.00730522, 0.000400774, -0.00769884
