 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19
RF03169#URS0000D69050_12908/1-85#subopt1,  4.93661,  1.54521, 0.332856,-0.369489,-0.106606,-0.855143, 0.560262, 0.816099,-0.235537, -1.36048,0.0541825, 0.592124, 0.184667, 0.530835,-0.395674,  0.65027,-0.524352, 0.147691, 0.498229
RF03169#URS0000D69050_12908/1-85#subopt2,   6.17879,  0.362007,   -0.9509,-0.0324478, -0.604928,  -1.51531,  0.284565,  0.697642,  -0.28283,  -1.54955,  0.311758,  0.768346, -0.377218,  0.626326, -0.224818,  0.669542, -0.185384, -0.269443,  0.242174
RF03169#URS0000D69050_12908/1-85#subopt3,    5.35596,    1.32869,   0.326111,   -1.14147,-0.00864298,   -1.29622,   0.588868,   0.592664,   0.067174,   -1.91856,   0.375739,   0.913449,  -0.102906,   0.716792,  -0.345053,   0.553775,  -0.313761,   0.291263,    0.57049
RF03169#URS0000D69050_12908/1-85#subopt4,   6.22914,  0.347102,  -1.10177, 0.0324259, -0.402783, -0.732285,  0.942518,-0.0893444, -0.197601, -0.710368,  0.320075, 0.0900425,  0.198502,   1.62835, -0.208253,  0.628473,  0.474226,  0.566054, -0.384945
RF03169#URS0000D6778A_12908/1-87#subopt0,   6.48428,  0.126808,  -0.59774,  -1.93614,-0.0967831, -0.136574,   1.44315, -0.171734, -0.712055,  -0.23253,  0.112817,  0.741541,  -0.38098, -0.325038, -0.910541,   1.04379,  0.358331,  0.988391,  0.621229
RF03169#URS0000D6778A_12908/1-87#subopt1,   5.98137,  0.751335,  0.103126,  -2.25606, -0.198032, 0.0641381,   1.30742, 0.0200991, -0.564138, -0.612662,  0.630761,  0.883423, -0.432348,-0.0526726, -0.975749,  0.400218,  0.185037,  0.805632,  0.610887
RF03169#URS0000D6778A_12908/1-87#subopt2,  5.09164,-0.419216, 0.662632, 0.808376,  2.02408,  0.13407,-0.287524, 0.379897,-0.190291,-0.802019,-0.277746,  0.56412, 0.345008, 0.436413,0.0738659, -1.13592, 0.121878,-0.606372, 0.494149
RF03169#URS0000D6778A_12908/1-87#subopt3,   5.11616, -0.223604,  0.326952,  0.170786,   1.53057,  0.862943,  0.364541,  0.999975,  0.455968, -0.634955, -0.584405,  0.608763, -0.166585,-0.0230696,  0.340862,  -1.23124,  0.381586, -0.600136,  0.445233
RF03169#URS0000D6778A_12908/1-87#subopt4,   4.93418,-0.0352157,  0.964159, -0.698705,   1.46377,  0.141652,  0.740111,   0.32339,  0.814978, -0.306265,-0.0200072,   1.12274, -0.178736, -0.451423,  0.224142, -0.841768,  0.173876,-0.0355463,  0.486359
RF03169#MGMJ01000061.1/3123-3039#subopt0,   5.32275, -0.488387,  -1.14832,  0.401018,  0.776862,  0.173951, -0.586302,  -2.07085, -0.108178, -0.704184,-0.0266873,  0.413855, -0.501317, -0.239463, -0.355561,  -1.91628,  0.127587,  0.541651, -0.515992
RF03169#MGMJ01000061.1/3123-3039#subopt1,   5.97076,  -1.13814,   -1.4769,  0.513581,  0.935113,  0.194833, -0.817044, -0.909539, -0.823776,  -1.62271,-0.0992751,  0.647564,-0.0348059, -0.340204,-0.0518523,  -1.47415,   0.26484,  0.156982, -0.317909
RF03169#MGMJ01000061.1/3123-3039#subopt2,  5.91531,-0.922846, -1.44514, 0.501866, 0.714632, 0.515805, -1.18412, -1.72449,-0.435842, -1.18983,-0.188778, 0.633539,-0.352269,-0.506999, -0.36343, -1.67439,   0.3001, 0.281435, -0.70091
RF03169#MGMJ01000061.1/3123-3039#subopt3,   5.75115, -0.921991,  -1.20122, -0.100053,   1.20833, -0.225788, -0.332325,  -1.33439, -0.610323,  -1.30635, -0.217955,  0.525574,-0.0852655,  0.139747, -0.244164,  -1.92424, -0.177905,  0.507893, -0.209927
RF03169#MGMJ01000061.1/3123-3039#subopt4,   6.17622,  -1.15849, -0.746633,  -1.08825,   1.25969, -0.566889, -0.205232,  -1.63093, -0.892254,  -1.40802,  -0.34468,  0.577598, -0.273052,  0.154686,-0.0257258,  -1.92854,-0.0316617, 0.0439302, -0.225477
RF03169#URS0000D66ED9_12908/1-87#subopt0,   5.43896, -0.841978,  0.295073, -0.681874,  0.519088,-0.0468816,   1.28332, -0.919211, -0.998485,  0.036039, -0.707037,   -1.1021, -0.875889,  0.328088,   1.02926, -0.920657, -0.346339, -0.487493,  0.461721
RF03169#URS0000D66ED9_12908/1-87#subopt1,   5.42873, -0.727619,  0.553903, -0.543649,  0.336783, -0.689474,  0.808245,  -0.80016, -0.705615, -0.214318,  -1.11502,   -1.3076, -0.868231,  0.507884,   1.11855,  -1.29551, -0.403076,-0.0156719,  0.272273
RF03169#URS0000D66ED9_12908/1-87#subopt2,  5.37902, -0.86766, 0.516499,-0.427725,  0.73525,-0.773077,  1.04856,-0.874828, -1.10383,-0.278912,-0.780221, -1.21671,-0.569158, 0.432856,  1.11247,-0.902296,-0.487169,-0.273506, 0.507762
RF03169#URS0000D66ED9_12908/1-87#subopt3,   6.03078,  -1.41142, -0.109262, -0.603202,  0.517903,   -0.1406,  0.776178, -0.711016, -0.859968,  -0.23971, -0.580447, -0.693295, -0.789303,-0.0587574,  0.925967, -0.970543, -0.596328, -0.719363,  0.317524
RF03169#URS0000D66ED9_12908/1-87#subopt4,  5.95278, -1.26029, -1.84535,  1.94236, 0.106685, 0.732188,  1.39062,-0.780998,-0.317883,-0.385845,-0.153852,-0.103249, 0.322197,  -1.3904, 0.684864,-0.640376,-0.435882, -0.68955, 0.349233
RF02958#URS0000D6753D_12908/1-114#subopt0,   6.44899,  0.493424, -0.487432,  0.692098, -0.771253,   1.89455, -0.247119,  0.731997,-0.0697566,  0.395812,  0.236466, -0.497398,  0.599496,  0.834021,   0.65926,-0.0708062, -0.580386,  0.118533, -0.322987
RF02958#URS0000D6753D_12908/1-114#subopt1,   6.30248,  0.869391,  0.560811,  0.440144,  -1.05061,   1.59953,  0.533726,   -0.6681,  0.263796,   0.39401,  0.886295,  -0.91496,  0.130098, -0.369922, 0.0252971,  0.335958,-0.0120371,  0.685779,  0.818106
RF02958#URS0000D6753D_12908/1-114#subopt2,   6.47164,  0.765585,  0.543964,  0.506273, -0.873182,   1.15112,  0.410785, -0.870783,  0.036402, -0.364737,   0.73501, -0.528652,  0.602793, -0.402273,-0.0980055,  0.116868, -0.119684,   0.74433,   1.02877
RF02958#URS0000D6753D_12908/1-114#subopt3,  6.06191, 0.869404,-0.531218,  1.93714,-0.695973,   1.2401,-0.442229, 0.750676,-0.133325, 0.542797,0.0867167,-0.331404, 0.730359, 0.230399, 0.732638, 0.432814, 0.141772, 0.578601, 0.530398
RF02958#URS0000D6753D_12908/1-114#subopt4,     4.86552,    0.784184,     1.27853,      2.2299,  -0.0825213,      0.7914,   0.0686774,   -0.209566,   -0.102846, -0.00862287,    -1.00939,   -0.511769,    0.702448,   0.0675344,    0.234468,  -0.0479305,-0.000389295,    0.700434,   -0.433767
RF02958#URS0000D66605_1235798/1-114#subopt0,  6.21808,   1.1705, 0.361989, 0.311592,-0.727789,-0.634092,-0.551722, 0.726071, 0.659544, 0.494818,0.0696968, -1.03719, 0.669231,-0.462809, 0.191468, 0.802758, 0.776383,-0.186953,-0.159001
RF02958#URS0000D66605_1235798/1-114#subopt1,   6.23342,   1.32496,  0.374683,  0.129389, -0.947392, -0.271408, -0.710674,  0.789927,  0.831988,  0.335618, -0.338484,  -1.02542,  0.439287, -0.288901,  0.226283,  0.798003,   1.12648,-0.0869432, -0.510476
RF02958#URS0000D66605_1235798/1-114#subopt2,    6.09077,    1.18355, 0.00674486,   -0.69595,  -0.786998,  -0.684845,  -0.830501,   0.508067,    1.17563,   0.640962,-0.00620771,   -0.69437,   0.290694,  -0.534299,   0.110231,   0.732473,    1.15121,   0.364432,  -0.757748
RF02958#URS0000D66605_1235798/1-114#subopt3,   7.12385,  0.326262,  -1.57415, -0.411027, 0.0775389,  -1.39327, -0.547403, -0.359848,   0.63385, -0.855687,  -0.72616, -0.941713,   1.04102,  0.453318, -0.731082,-0.0410642,  0.103931,  0.999394, -0.396823
RF02958#URS0000D66605_1235798/1-114#subopt4,  6.66831, 0.277613,  -1.5864,  0.69639, 0.352018, -1.43755,-0.921011,-0.268964, 0.816886, 0.127882, 0.101113, -0.90364, 0.726002, 0.407244, -1.04175,-0.111575, -0.11291, 0.506562, 0.133317
RF02958#KE159748.1/73297-73184#subopt0,  6.21808,   1.1705, 0.361989, 0.311592,-0.727789,-0.634092,-0.551722, 0.726071, 0.659544, 0.494818,0.0696968, -1.03719, 0.669231,-0.462809, 0.191468, 0.802758, 0.776383,-0.186953,-0.159001
RF02958#KE159748.1/73297-73184#subopt1,   6.23342,   1.32496,  0.374683,  0.129389, -0.947392, -0.271408, -0.710674,  0.789927,  0.831988,  0.335618, -0.338484,  -1.02542,  0.439287, -0.288901,  0.226283,  0.798003,   1.12648,-0.0869432, -0.510476
RF02958#KE159748.1/73297-73184#subopt2,    6.09077,    1.18355, 0.00674486,   -0.69595,  -0.786998,  -0.684845,  -0.830501,   0.508067,    1.17563,   0.640962,-0.00620771,   -0.69437,   0.290694,  -0.534299,   0.110231,   0.732473,    1.15121,   0.364432,  -0.757748
RF02958#KE159748.1/73297-73184#subopt3,   7.12385,  0.326262,  -1.57415, -0.411027, 0.0775389,  -1.39327, -0.547403, -0.359848,   0.63385, -0.855687,  -0.72616, -0.941713,   1.04102,  0.453318, -0.731082,-0.0410642,  0.103931,  0.999394, -0.396823
RF02958#KE159748.1/73297-73184#subopt4,  6.66831, 0.277613,  -1.5864,  0.69639, 0.352018, -1.43755,-0.921011,-0.268964, 0.816886, 0.127882, 0.101113, -0.90364, 0.726002, 0.407244, -1.04175,-0.111575, -0.11291, 0.506562, 0.133317
RF02958#URS0000D6C13D_12908/1-114#subopt0,  6.06673,  1.41237, 0.407518, 0.441242,-0.533762, -1.07944, -0.80311, 0.520368, 0.911681, 0.191555,-0.392866, -1.08068, 0.521511,-0.301492, 0.405307, 0.884232, 0.759757, 0.160385,-0.153217
RF02958#URS0000D6C13D_12908/1-114#subopt1,  5.99819,  1.19757, 0.386009, 0.917446, 0.249912, -1.24001,-0.738319,-0.225132,  1.08559, 0.701878, 0.413087,-0.832178,  0.34971,0.0844773,-0.735797, 0.839106,0.0991797, 0.386778, 0.488094
RF02958#URS0000D6C13D_12908/1-114#subopt2,   6.09458,    1.3687,   0.46497,  0.707038,-0.0477083,  -0.78433, -0.964842, -0.033249,   1.23467,  0.449696, -0.105462, -0.825211,  0.158052,   0.32676, -0.676927,  0.880294,  0.566996,  0.510695, 0.0561031
RF02958#URS0000D6C13D_12908/1-114#subopt3,   5.99899,   1.20776,  0.375292,  0.699896, -0.336624,  -1.34761, -0.890366, 0.0648695,   1.02426,  0.721687, 0.0516773,  -1.05821,  0.425412, -0.322103,  0.016508,   0.78829,  0.279603,0.00218247, 0.0807041
RF02958#URS0000D6C13D_12908/1-114#subopt4,   5.96777,   1.34326,  0.390772,  0.702136, -0.405497,  -1.17102,  -1.04874, -0.456932,   1.25097,  0.937182,-0.0413742,  -1.07702,   0.24167, -0.447968,-0.0972806,  0.661071,  0.375304, 0.0179171, -0.210526
RF03130#CP019331.1/208098-208069#subopt0,   2.66729,  0.332132, -0.315516,   1.05926,   1.85409,  -1.34323,  0.561334,    1.1054, 0.0441491,  0.139084,  0.745524,  0.316138,    0.1022, -0.235297,-0.0534292,-0.0360951,  0.549661,-0.0648119, -0.290648
RF03130#CP019331.1/208098-208069#subopt1,   3.40219,  -0.16489,  -1.20318,   1.25604,   1.65915,  -1.55671,  0.843549,  0.665981, -0.306815,  0.346965,  0.182765,0.00848583, -0.128077, -0.186751, 0.0275759,  0.653204,   0.24034,-0.0593808, -0.239637
RF03130#CP019331.1/208098-208069#subopt2,  3.33992,0.0454318, -0.10113,-0.345621,  2.32983,  -1.2969, 0.428756,  0.61113,-0.187899,-0.335218, 0.032068, 0.381317, 0.435024,-0.103366,-0.188226,-0.529359,  0.16064,-0.473204,-0.153573
RF03130#CP019331.1/208098-208069#subopt3,   4.02679, -0.424634,  -1.09468,-0.0986596,   1.90315,  -1.90243,   1.49853,-0.0478158, -0.720792,  0.589328, -0.423108, -0.833174,-0.0257646,   0.75922, -0.160926,  0.344283, 0.0573185,  0.407916,-0.0860283
RF03130#CP019331.1/208098-208069#subopt4,   2.58792,  0.261477, -0.511331,  0.747756,   1.13706,-0.0493088,  0.665531,   1.13231,-0.0608655, 0.0820127,   1.24265,  0.184143, -0.468517, -0.401132, 0.0842937,  -0.21554, 0.0403165, 0.0250617, -0.560513
RF03130#LT629752.1/2327677-2327706#subopt0,   2.66729,  0.332132, -0.315516,   1.05926,   1.85409,  -1.34323,  0.561334,    1.1054, 0.0441491,  0.139084,  0.745524,  0.316138,    0.1022, -0.235297,-0.0534292,-0.0360951,  0.549661,-0.0648119, -0.290648
RF03130#LT629752.1/2327677-2327706#subopt1,   3.40219,  -0.16489,  -1.20318,   1.25604,   1.65915,  -1.55671,  0.843549,  0.665981, -0.306815,  0.346965,  0.182765,0.00848583, -0.128077, -0.186751, 0.0275759,  0.653204,   0.24034,-0.0593808, -0.239637
RF03130#LT629752.1/2327677-2327706#subopt2,  3.33992,0.0454318, -0.10113,-0.345621,  2.32983,  -1.2969, 0.428756,  0.61113,-0.187899,-0.335218, 0.032068, 0.381317, 0.435024,-0.103366,-0.188226,-0.529359,  0.16064,-0.473204,-0.153573
RF03130#LT629752.1/2327677-2327706#subopt3,   4.02679, -0.424634,  -1.09468,-0.0986596,   1.90315,  -1.90243,   1.49853,-0.0478158, -0.720792,  0.589328, -0.423108, -0.833174,-0.0257646,   0.75922, -0.160926,  0.344283, 0.0573185,  0.407916,-0.0860283
RF03130#LT629752.1/2327677-2327706#subopt4,   2.58792,  0.261477, -0.511331,  0.747756,   1.13706,-0.0493088,  0.665531,   1.13231,-0.0608655, 0.0820127,   1.24265,  0.184143, -0.468517, -0.401132, 0.0842937,  -0.21554, 0.0403165, 0.0250617, -0.560513
RF03130#LT670850.1/2437797-2437768#subopt0,   2.66729,  0.332132, -0.315516,   1.05926,   1.85409,  -1.34323,  0.561334,    1.1054, 0.0441491,  0.139084,  0.745524,  0.316138,    0.1022, -0.235297,-0.0534292,-0.0360951,  0.549661,-0.0648119, -0.290648
RF03130#LT670850.1/2437797-2437768#subopt1,   3.40219,  -0.16489,  -1.20318,   1.25604,   1.65915,  -1.55671,  0.843549,  0.665981, -0.306815,  0.346965,  0.182765,0.00848583, -0.128077, -0.186751, 0.0275759,  0.653204,   0.24034,-0.0593808, -0.239637
RF03130#LT670850.1/2437797-2437768#subopt2,  3.33992,0.0454318, -0.10113,-0.345621,  2.32983,  -1.2969, 0.428756,  0.61113,-0.187899,-0.335218, 0.032068, 0.381317, 0.435024,-0.103366,-0.188226,-0.529359,  0.16064,-0.473204,-0.153573
RF03130#LT670850.1/2437797-2437768#subopt3,   4.02679, -0.424634,  -1.09468,-0.0986596,   1.90315,  -1.90243,   1.49853,-0.0478158, -0.720792,  0.589328, -0.423108, -0.833174,-0.0257646,   0.75922, -0.160926,  0.344283, 0.0573185,  0.407916,-0.0860283
RF03130#LT670850.1/2437797-2437768#subopt4,   2.58792,  0.261477, -0.511331,  0.747756,   1.13706,-0.0493088,  0.665531,   1.13231,-0.0608655, 0.0820127,   1.24265,  0.184143, -0.468517, -0.401132, 0.0842937,  -0.21554, 0.0403165, 0.0250617, -0.560513
RF03130#URS0001A23FB0_12908/1-30#subopt0,   2.66729,  0.332132, -0.315516,   1.05926,   1.85409,  -1.34323,  0.561334,    1.1054, 0.0441491,  0.139084,  0.745524,  0.316138,    0.1022, -0.235297,-0.0534292,-0.0360951,  0.549661,-0.0648119, -0.290648
RF03130#URS0001A23FB0_12908/1-30#subopt1,   3.40219,  -0.16489,  -1.20318,   1.25604,   1.65915,  -1.55671,  0.843549,  0.665981, -0.306815,  0.346965,  0.182765,0.00848583, -0.128077, -0.186751, 0.0275759,  0.653204,   0.24034,-0.0593808, -0.239637
RF03130#URS0001A23FB0_12908/1-30#subopt2,  3.33992,0.0454318, -0.10113,-0.345621,  2.32983,  -1.2969, 0.428756,  0.61113,-0.187899,-0.335218, 0.032068, 0.381317, 0.435024,-0.103366,-0.188226,-0.529359,  0.16064,-0.473204,-0.153573
RF03130#URS0001A23FB0_12908/1-30#subopt3,   4.02679, -0.424634,  -1.09468,-0.0986596,   1.90315,  -1.90243,   1.49853,-0.0478158, -0.720792,  0.589328, -0.423108, -0.833174,-0.0257646,   0.75922, -0.160926,  0.344283, 0.0573185,  0.407916,-0.0860283
RF03130#URS0001A23FB0_12908/1-30#subopt4,   2.58792,  0.261477, -0.511331,  0.747756,   1.13706,-0.0493088,  0.665531,   1.13231,-0.0608655, 0.0820127,   1.24265,  0.184143, -0.468517, -0.401132, 0.0842937,  -0.21554, 0.0403165, 0.0250617, -0.560513
RF03142#URS0001A246D4_12908/1-69#subopt0,  3.77421,-0.848147, -1.59841,  1.27199, 0.532588, -1.24746, 0.429899, 0.708226,-0.941338,  0.14626,-0.036888,-0.363673,-0.745124,-0.788335, 0.813169,  0.86672,-0.689473,-0.113921, -0.71438
RF03142#FXYF01000010.1/45420-45352#subopt0,   3.72576, -0.790272,  -1.64543,    1.3049,  0.571498,  -1.12363,  0.738594,  0.544348, -0.871809,  0.480177,-0.0526668,  -0.21192, -0.414685, -0.475947,   1.01135,  0.697601,  -0.25302, -0.237006, -0.690273
RF03142#FXYF01000010.1/45420-45352#subopt1,   3.80084, -0.717267,  -1.58236,   1.42612,  0.869203, -0.894214, 0.0545505,  0.184223, -0.299238,  0.336895,-0.0895486, -0.201422, -0.985773, -0.166764,  0.193928,  0.827249,  -0.84091,  0.298252, -0.717056
RF03142#FXYF01000010.1/45420-45352#subopt2,  3.76334,-0.748822, -1.58018,  1.40176, 0.555681,-0.814785,0.0341848, -0.11174,-0.588034, 0.669367, -0.14349,-0.273723,-0.712267,-0.146668, 0.864827, 0.795692, -0.23471, -0.13745,-0.952913
RF03142#FXYF01000010.1/45420-45352#subopt3,   4.25873,  -1.12222,    -1.252,  0.212949,  0.881497,  -1.01466,-0.0515404, -0.188355, -0.762258,  0.909708, -0.854284, -0.624025, -0.555106,  0.152486,   1.04139,  0.615831, -0.571966, -0.362027, -0.758017
RF03142#FXYF01000010.1/45420-45352#subopt4,  4.42502, -1.24762,  -1.2746, 0.134856, 0.891661,-0.933165,-0.449544,-0.352042,-0.824772,0.0655644,-0.760215,-0.191105,-0.645339,-0.314236, 0.727881, 0.441109,-0.909409,-0.461259,-0.798676
RF03142#URS0001A234C0_12908/1-69#subopt0,   3.72576, -0.790272,  -1.64543,    1.3049,  0.571498,  -1.12363,  0.738594,  0.544348, -0.871809,  0.480177,-0.0526668,  -0.21192, -0.414685, -0.475947,   1.01135,  0.697601,  -0.25302, -0.237006, -0.690273
RF03142#URS0001A24051_12908/1-65#subopt0,  3.87563,-0.806189, -1.69741,  1.07818, 0.101596,-0.332806, 0.700449, 0.458391, -1.06334, 0.791367, 0.257194,-0.581944,-0.851827,-0.600863,   0.8324, 0.297541, -0.16203,-0.167697,-0.820789
RF03142#URS0001A24051_12908/1-65#subopt1,   4.30774,  -1.00843,  -1.69937, 0.0956868,  0.235074, -0.562237,   1.10795,-0.0905578,  -1.44509,  0.856591, -0.472031,  -1.18966, -0.778768,  0.199663,  0.690824, 0.0115816, -0.429313,  0.245359, -0.894323
RF03142#URS0001A24051_12908/1-65#subopt2,    4.4192,  -1.05128,  -1.79306,0.00865388,  0.290347, -0.384379,   1.01841, -0.309842,  -1.43722,  0.338402,  -0.43863, -0.596353, -0.571671,-0.0450851,    0.5876, -0.268423, -0.354194,  0.122832, -0.818584
RF03142#URS0001A24051_12908/1-65#subopt3,  4.40589,  1.23329,-0.423755,-0.740876,-0.502196,-0.387403, 0.566381,-0.312638, -1.20363, 0.166439, 0.758805, 0.322472,-0.203273,-0.121013, 0.732564,-0.134661, 0.755773,-0.128777, 0.585833
RF03142#URS0001A24051_12908/1-65#subopt4,   3.73185,   1.73051, -0.765244,  0.767391, -0.519559, -0.588941, -0.066402,-0.0348634,  -1.55545, -0.735378,0.00121276, 0.0827238,  0.172111, -0.131052,  0.113737, -0.224704,  0.935648, 0.0927993, -0.178505
RF02957#URS0000D6BF88_755863/1-129#subopt0,   6.82872,-0.0618674,   2.96381,  0.331264,  0.950004, 0.0261486, -0.048758,   -2.0481,  0.253259,  -1.16898,   2.77757, 0.0615215, 0.0725173,  0.021051,  0.807669,  0.352366, 0.0277617, -0.118224, -0.166708
RF02957#URS0000D6BF88_755863/1-129#subopt1,   7.14951, -0.227407,    3.0861,-0.0651247,  0.969977,-0.0383993, -0.105861,  -2.32236,  0.255632,  -1.43157,   2.83156,  0.178982, 0.0954405,-0.0498793,  0.779897,  0.276727, 0.0453087, 0.0932381,-0.0339525
RF02957#URS0000D6BF88_755863/1-129#subopt2,   5.94097,   0.65748,   3.94999,-0.0463702,  0.747768,  0.360093,  0.592138,  -1.71686,-0.0446462, 0.0108563,   2.23665, -0.607945,  0.209028, -0.100359,   1.19172,   1.07298,   -0.4201,   0.19708, -0.121569
RF02957#URS0000D6BF88_755863/1-129#subopt3,   6.76228,0.00286565,    2.8079,  0.348029,  0.376821,-0.0501664,   0.95659,  -2.13805, 0.0897015,-0.0978712,    2.2905,  -1.07179, -0.216194,  0.411869,   1.06739,   1.17511, 0.0120434,  0.450283, -0.164712
RF02957#URS0000D6BF88_755863/1-129#subopt4,   7.13056, -0.412847,    3.0848, -0.262247,   1.08088,-0.0788092,-0.0259275,  -1.52899, -0.161729, -0.966716,   2.91655,   1.27297, -0.202697,  0.433827,  0.191863,  0.401865, -0.161249,  0.267063,   0.04792
RF02957#URS0000D6BF88_360102/1-129#subopt0,   6.82872,-0.0618674,   2.96381,  0.331264,  0.950004, 0.0261486, -0.048758,   -2.0481,  0.253259,  -1.16898,   2.77757, 0.0615215, 0.0725173,  0.021051,  0.807669,  0.352366, 0.0277617, -0.118224, -0.166708
RF02957#URS0000D6BF88_360102/1-129#subopt1,   7.14951, -0.227407,    3.0861,-0.0651247,  0.969977,-0.0383993, -0.105861,  -2.32236,  0.255632,  -1.43157,   2.83156,  0.178982, 0.0954405,-0.0498793,  0.779897,  0.276727, 0.0453087, 0.0932381,-0.0339525
RF02957#URS0000D6BF88_360102/1-129#subopt2,   5.94097,   0.65748,   3.94999,-0.0463702,  0.747768,  0.360093,  0.592138,  -1.71686,-0.0446462, 0.0108563,   2.23665, -0.607945,  0.209028, -0.100359,   1.19172,   1.07298,   -0.4201,   0.19708, -0.121569
RF02957#URS0000D6BF88_360102/1-129#subopt3,   6.76228,0.00286565,    2.8079,  0.348029,  0.376821,-0.0501664,   0.95659,  -2.13805, 0.0897015,-0.0978712,    2.2905,  -1.07179, -0.216194,  0.411869,   1.06739,   1.17511, 0.0120434,  0.450283, -0.164712
RF02957#URS0000D6BF88_360102/1-129#subopt4,   7.13056, -0.412847,    3.0848, -0.262247,   1.08088,-0.0788092,-0.0259275,  -1.52899, -0.161729, -0.966716,   2.91655,   1.27297, -0.202697,  0.433827,  0.191863,  0.401865, -0.161249,  0.267063,   0.04792
RF02957#AL590842.1/1239599-1239471#subopt0,   6.82872,-0.0618674,   2.96381,  0.331264,  0.950004, 0.0261486, -0.048758,   -2.0481,  0.253259,  -1.16898,   2.77757, 0.0615215, 0.0725173,  0.021051,  0.807669,  0.352366, 0.0277617, -0.118224, -0.166708
RF02957#AL590842.1/1239599-1239471#subopt1,   7.14951, -0.227407,    3.0861,-0.0651247,  0.969977,-0.0383993, -0.105861,  -2.32236,  0.255632,  -1.43157,   2.83156,  0.178982, 0.0954405,-0.0498793,  0.779897,  0.276727, 0.0453087, 0.0932381,-0.0339525
RF02957#AL590842.1/1239599-1239471#subopt2,   5.94097,   0.65748,   3.94999,-0.0463702,  0.747768,  0.360093,  0.592138,  -1.71686,-0.0446462, 0.0108563,   2.23665, -0.607945,  0.209028, -0.100359,   1.19172,   1.07298,   -0.4201,   0.19708, -0.121569
RF02957#AL590842.1/1239599-1239471#subopt3,   6.76228,0.00286565,    2.8079,  0.348029,  0.376821,-0.0501664,   0.95659,  -2.13805, 0.0897015,-0.0978712,    2.2905,  -1.07179, -0.216194,  0.411869,   1.06739,   1.17511, 0.0120434,  0.450283, -0.164712
RF02957#AL590842.1/1239599-1239471#subopt4,   7.13056, -0.412847,    3.0848, -0.262247,   1.08088,-0.0788092,-0.0259275,  -1.52899, -0.161729, -0.966716,   2.91655,   1.27297, -0.202697,  0.433827,  0.191863,  0.401865, -0.161249,  0.267063,   0.04792
RF02957#URS0000D661CF_527002/1-130#subopt0,   6.36586,  0.444624,   4.13609, -0.432683,   1.11231,-0.0540802,  0.412669,  -2.01317, 0.0328291, -0.906309,   2.02117, -0.183278,  0.474273, 0.0554423,   1.14206,  0.796401, -0.477031,   0.14436, 0.0347418
