 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13
RF03074#AQQW01000002.1/8611-8703#subopt2,    6.1249,  0.207912,  -1.25002,-0.0807742, -0.672572,  -1.15393,   1.16216,  -1.02965, -0.184668, 0.0378257,  0.189991,  0.173142,  -1.16324
RF03074#AQQW01000002.1/8611-8703#subopt3,  4.89155,  1.43083, 0.250068,  0.12451,-0.238352,0.0255047,  1.26987,-0.424427,-0.488984, 0.194812,-0.208451, 0.051563,-0.546961
RF03074#URS0000D6C566_391595/1-93#subopt0,   6.05777,  0.359944,  -1.43269,  0.163822,  -1.02594, -0.879291,  0.518136,  -0.77026,  -1.43362,    0.3994,-0.0635918, -0.245018, -0.715868
RF03074#URS0000D6C566_391595/1-93#subopt1,  5.52963,  1.08753,-0.248757,-0.384623, 0.338978,  -1.1228,  1.32861,-0.393237, -1.12301, 0.642837, 0.372183,-0.465602, 0.325259
RF03074#URS0000D6C566_391595/1-93#subopt2,  5.44115,  1.42063, 0.612735, 0.872124, 0.514562, -1.07776,  1.60373,-0.564795, -1.54061,-0.321919,-0.410137, 0.134705,-0.150515
RF03074#URS0000D6C566_391595/1-93#subopt3,   6.08153,  0.774521, -0.147824,  0.735746,  0.363935,  -1.56664,   1.55133,  -0.85646,  -1.29676, -0.157397, 0.0932083,-0.0457458, -0.202478
RF03074#URS0000D67138_1123237/1-93#subopt0,   5.48435,  0.964197, -0.702734,  0.121804,   0.35705, -0.837511,   1.09275, -0.214248, -0.973992, -0.482436,  0.137939, -0.819299,-0.0431205
RF03074#URS0000D67138_1123237/1-93#subopt1,  5.98227, 0.746443,-0.374017, 0.836746, 0.226529,-0.812769,  1.34018,-0.143884,-0.567117, -0.42364, 0.402773,-0.557195,0.0714321
RF03074#URS0000D67138_1123237/1-93#subopt2,  4.79168,  1.55351,  0.18062, 0.108885,  0.45863,-0.178504,  1.37694,  -0.2106,  -1.6518,-0.543493, -0.23687,-0.339617, -0.72986
RF03074#URS0000D67138_1123237/1-93#subopt3,   5.44769,  0.949905, -0.609194,-0.0215735,  0.326526, -0.627863,   1.33958, -0.591362,   -1.4179,  -0.39875,  0.252352,  -0.62627,  -0.73594
RF00169#FRCM01000001.1/631866-631768#subopt0,  6.04015, -1.58072,-0.780946,  1.96358, 0.803197,  1.80028,  0.25222, 0.402289, 0.361742,  1.30162,-0.177121, 0.686211, 0.107232
RF00169#FRCM01000001.1/631866-631768#subopt1,   6.5299, -1.98604,  -1.8547,  2.54531, 0.766688, 0.484449,-0.586021,-0.546411,-0.125412,  0.51733, 0.607953, 0.790998, 0.460148
RF00169#FRCM01000001.1/631866-631768#subopt2,   5.88404,  -1.42208,    -1.242,   2.34561,  0.553342,   1.48351, -0.611099,  0.693422,    0.1615,  0.851686,-0.0152553,   1.02243, 0.0544306
RF00169#FRCM01000001.1/631866-631768#subopt3,  6.30752, -1.83596, -1.65879,  2.16349, 0.536429,  1.66057,-0.339428,  0.67303,0.0203159, 0.521706,0.0402849,  1.42569, 0.146546
RF00169#KI530762.1/1263899-1263995#subopt0,  6.14345, -2.00261, -1.94258,  1.03546, 0.180835,  2.15247,    0.779,  0.16631,0.0851549, 0.933971, 0.328113, 0.687337,-0.218143
RF00169#KI530762.1/1263899-1263995#subopt1,   6.52104,  -1.62974, -0.820138,  0.940556,-0.0889009,   2.28979,  0.821539, 0.0725598,  0.176235,  0.200066,  0.474514,  0.899641, -0.275483
RF00169#KI530762.1/1263899-1263995#subopt2,  6.06649, -1.93504, -1.71156,  1.02465, 0.356131,  2.21321,  1.09407, 0.350161,0.0516399, 0.906036, 0.226826, 0.700614,-0.325699
RF00169#KI530762.1/1263899-1263995#subopt3,   6.35233,  -2.16354,  -1.96424,  0.921578,   0.33853,   2.31125,   1.24987,   0.33816,-0.0225208,   0.69122,  0.254799,  0.947424, -0.353827
RF00169#MGSR01000112.1/3254-3156#subopt0,  5.85385, -1.51709,-0.649951,  1.94558, 0.569216,  1.32952,-0.256772,   1.2876, 0.778203,  1.91949,-0.730877, 0.701179,  0.60484
RF00169#MGSR01000112.1/3254-3156#subopt1,   5.88272,  -1.68795,  -0.73911,   1.82707,  0.697213,   1.40553,-0.0278921,   0.68221,   1.48582,   1.15296, -0.862932,   1.01675,   0.64644
RF00169#MGSR01000112.1/3254-3156#subopt2,  6.05739, -2.03158, -1.17403,  1.28928,  1.26162,  1.89893, 0.617795, 0.769191, 0.676325, 0.767071,-0.549786, 0.613596, 0.623118
RF00169#MGSR01000112.1/3254-3156#subopt3,  5.95492, -1.81467, -0.70551,   1.6982,  1.04332,  1.66217, 0.416336, 0.588564, 0.686772, 0.978464,-0.627987,  1.38055, 0.473092
RF00169#AM942759.1/160112-160208#subopt0,   5.61994,  -1.72951,  -1.19128,   1.15654,   1.17715,   1.37586,0.00862479,   1.38944,   1.20807,   1.22608, -0.696273,-0.0825648,-0.0142257
RF00169#AM942759.1/160112-160208#subopt1,  5.71159, -1.69652, -1.22236, 0.842599,  1.12474,  1.62446, 0.832308, 0.569661, 0.760482, 0.590485,-0.302821,0.0978614,-0.122869
RF00169#AM942759.1/160112-160208#subopt2,  6.00937, -1.97849, -1.63288, 0.979017,  1.26052,  1.11052, 0.440652,  1.08456,  1.24724, 0.536497,-0.275072,0.0687081, 0.121028
RF00169#AM942759.1/160112-160208#subopt3,  6.28995, -1.90222, -1.26371,  2.09609,  1.17639, 0.917549,-0.561507, 0.795883,  1.11106,  1.79458, 0.202111,  -0.4694, 0.318786
RF03141#CP002453.1/701743-701712#subopt0,  2.69762, 0.274601,-0.221007, -1.33094,  2.07372,-0.127787, 0.248074, 0.384864,-0.172926, 0.534562,  -0.4762, 0.374552,-0.537651
RF03141#CP002453.1/701743-701712#subopt1,  2.65917, 0.427014,-0.429945,-0.934876,  1.75628,-0.576803,-0.205538,  1.07589,-0.553955, 0.456252,-0.209583,  0.36737,-0.412853
RF03141#CP002453.1/701743-701712#subopt2,  3.33986, 0.171893,-0.622423, 0.731005,  1.11159, 0.309504,-0.927015,0.0501621,-0.695553, 0.203857, 0.863217, 0.298837,-0.367385
RF03141#CP002453.1/701743-701712#subopt3,  2.95367, 0.709987, 0.780617,  1.24789,  1.81872,-0.786422,-0.533105, 0.206496,-0.257127, 0.566327, 0.427007, 0.320971, -0.20729
RF03141#CP002534.1/2435971-2436002#subopt0,  2.69762, 0.274601,-0.221007, -1.33094,  2.07372,-0.127787, 0.248074, 0.384864,-0.172926, 0.534562,  -0.4762, 0.374552,-0.537651
RF03141#CP002534.1/2435971-2436002#subopt1,  2.65917, 0.427014,-0.429945,-0.934876,  1.75628,-0.576803,-0.205538,  1.07589,-0.553955, 0.456252,-0.209583,  0.36737,-0.412853
RF03141#CP002534.1/2435971-2436002#subopt2,  3.33986, 0.171893,-0.622423, 0.731005,  1.11159, 0.309504,-0.927015,0.0501621,-0.695553, 0.203857, 0.863217, 0.298837,-0.367385
RF03141#CP002534.1/2435971-2436002#subopt3,  2.95367, 0.709987, 0.780617,  1.24789,  1.81872,-0.786422,-0.533105, 0.206496,-0.257127, 0.566327, 0.427007, 0.320971, -0.20729
RF03141#CP002999.1/713998-713967#subopt0,  2.69762, 0.274601,-0.221007, -1.33094,  2.07372,-0.127787, 0.248074, 0.384864,-0.172926, 0.534562,  -0.4762, 0.374552,-0.537651
RF03141#CP002999.1/713998-713967#subopt1,  2.65917, 0.427014,-0.429945,-0.934876,  1.75628,-0.576803,-0.205538,  1.07589,-0.553955, 0.456252,-0.209583,  0.36737,-0.412853
RF03141#CP002999.1/713998-713967#subopt2,  3.33986, 0.171893,-0.622423, 0.731005,  1.11159, 0.309504,-0.927015,0.0501621,-0.695553, 0.203857, 0.863217, 0.298837,-0.367385
RF03141#CP002999.1/713998-713967#subopt3,  2.95367, 0.709987, 0.780617,  1.24789,  1.81872,-0.786422,-0.533105, 0.206496,-0.257127, 0.566327, 0.427007, 0.320971, -0.20729
RF03141#CP011071.1/769099-769068#subopt0,  2.69762, 0.274601,-0.221007, -1.33094,  2.07372,-0.127787, 0.248074, 0.384864,-0.172926, 0.534562,  -0.4762, 0.374552,-0.537651
RF03141#CP011071.1/769099-769068#subopt1,  2.65917, 0.427014,-0.429945,-0.934876,  1.75628,-0.576803,-0.205538,  1.07589,-0.553955, 0.456252,-0.209583,  0.36737,-0.412853
RF03141#CP011071.1/769099-769068#subopt2,  3.33986, 0.171893,-0.622423, 0.731005,  1.11159, 0.309504,-0.927015,0.0501621,-0.695553, 0.203857, 0.863217, 0.298837,-0.367385
RF03141#CP011071.1/769099-769068#subopt3,  2.95367, 0.709987, 0.780617,  1.24789,  1.81872,-0.786422,-0.533105, 0.206496,-0.257127, 0.566327, 0.427007, 0.320971, -0.20729
RF03065#URS0000D6A397_12908/1-216#subopt0,    6.362, 0.933773,   1.0957,0.0176241,0.0673172, 0.384077,  2.41474, 0.866085, -1.12665, 0.159454, 0.710396, -1.43791,-0.490415
RF03065#URS0000D6A397_12908/1-216#subopt1,    6.36411,   0.886963,    1.19958, -0.0588799,-0.00467281,   0.404609,    2.44306,   0.564277,   -0.44512,   0.260427,   0.505847,   -1.56065,  -0.456677
RF03065#URS0000D6A397_12908/1-216#subopt2,  6.90268, 0.457439, 0.883342,  -0.4825, 0.234408, 0.242825,   2.4623, 0.579182,-0.934654, 0.249618,-0.105201, -1.63057,-0.963281
RF03065#URS0000D6A397_12908/1-216#subopt3,    6.87956,   0.506082,   0.733388,   -0.18848,  -0.156613,-0.00930268,    2.57499,    1.10179,   -1.43796,   0.233231,     0.3784,   -1.50871,  -0.918966
RF03065#URS0000D68D65_12908/1-207#subopt0,    7.39058,   0.221767,    1.11481,   0.542883,   0.287838,   -0.25736,    2.58228,    1.31045,   -1.86135, -0.0231827,-0.00560634,   -1.29391,   0.342465
RF03065#URS0000D68D65_12908/1-207#subopt1,  7.48353, 0.189041,    1.291, 0.480243,0.0920803,-0.303558,  2.65321,  1.05703, -1.10702, 0.157328,-0.155915, -1.56144, 0.377722
RF03065#URS0000D68D65_12908/1-207#subopt2,  7.35442, 0.134047,  1.21395, 0.377064, 0.176722, 0.122136,  3.00073, 0.820524, -1.81795, 0.101927,0.0289798, -1.28167,0.0620833
RF03065#URS0000D68D65_12908/1-207#subopt3,    7.43599,  0.0929121,    1.38976,    0.30645,-0.00626393,  0.0848569,    3.07412,   0.539623,   -1.01559,   0.272735,  -0.144959,   -1.54331,  0.0916929
RF03065#URS0000D66550_12908/1-216#subopt0,   9.24838,  -2.72896,  0.377151, -0.471343, -0.596901,   1.43183, -0.264132,-0.0717019,0.00953514,   1.25215,  0.681002,  0.532238,   1.68633
RF03065#URS0000D66550_12908/1-216#subopt1,  8.96871, -2.56807, 0.171106,-0.985128,-0.617516,  1.40338,-0.231105,-0.069135, 0.139027,  1.40183, 0.804717, 0.682732,  1.66735
RF03065#URS0000D66550_12908/1-216#subopt2,   8.94573,  -3.04907, -0.382264,   0.29802,0.00746359,   1.54381,  0.189511, -0.173813, 0.0278516,   1.35712,  0.407389,  0.565621,   1.78876
RF03065#URS0000D66550_12908/1-216#subopt3,  8.42332, -2.80469,-0.347929,0.0564304, 0.200916,  1.49545,0.0202556, 0.522144, 0.265929,  1.45167, 0.852625,  0.30861,  1.46283
RF03065#URS0000D6768A_12908/1-217#subopt0,  8.11586,-0.599637,-0.443257,-0.244549, -0.20751, 0.731378,  1.94009,  1.63372, -1.52795,-0.925474, 0.271677,-0.216587,-0.102937
RF03065#URS0000D6768A_12908/1-217#subopt1,  7.96848, -0.50023,-0.502908,-0.292621,-0.503704,  1.13867,  2.28774,  1.02264,  -1.8356,-0.729632, 0.538761, -0.23374,-0.700873
RF03065#URS0000D6768A_12908/1-217#subopt2,  8.38853,-0.852944,-0.702607, -0.32398,-0.219267, 0.840663,  2.10723,  1.65398, -1.58144, -1.10077, 0.292984, 0.025819,-0.102513
RF03065#URS0000D6768A_12908/1-217#subopt3,   8.24116, -0.753537, -0.762253, -0.372051, -0.515457,   1.24795,   2.45488,    1.0429,  -1.88908, -0.904927,  0.560066,0.00866498, -0.700448
RF02975#URS0000D67C49_12908/1-48#subopt0,  4.17985,  2.22271,  1.06714,  0.25203,  0.72826,-0.410864,-0.334667,  1.52891,0.0217435, -1.19043, 0.564465, 0.497726,  1.03189
RF02975#URS0000D67C49_12908/1-48#subopt1,    4.14999,    1.94618,    1.34321,   0.015089,   0.650978,  -0.180249,0.000794782,   0.805494,   0.502681,   -1.35445,   -0.12081,   0.507807,   0.746499
RF02975#URS0000D67C49_12908/1-48#subopt2,   3.51673,   2.27246,  0.602115,   0.58836,    1.0807, -0.854146, -0.186148,   1.20296,-0.0164199, -0.100449,-0.0892631,  0.400703,  0.811865
RF02975#URS0000D67C49_12908/1-48#subopt3,  4.44849,  1.66701, 0.287028, -1.51109,  0.16671, 0.186723,  1.39388, 0.607961, 0.571495,-0.848364,-0.120761, 0.179713, 0.337086
RF02975#URS0000D6C04C_12908/1-48#subopt0,  4.17985,  2.22271,  1.06714,  0.25203,  0.72826,-0.410864,-0.334667,  1.52891,0.0217435, -1.19043, 0.564465, 0.497726,  1.03189
RF02975#URS0000D6C04C_12908/1-48#subopt1,    4.14999,    1.94618,    1.34321,   0.015089,   0.650978,  -0.180249,0.000794782,   0.805494,   0.502681,   -1.35445,   -0.12081,   0.507807,   0.746499
RF02975#URS0000D6C04C_12908/1-48#subopt2,   3.51673,   2.27246,  0.602115,   0.58836,    1.0807, -0.854146, -0.186148,   1.20296,-0.0164199, -0.100449,-0.0892631,  0.400703,  0.811865
RF02975#URS0000D6C04C_12908/1-48#subopt3,  4.44849,  1.66701, 0.287028, -1.51109,  0.16671, 0.186723,  1.39388, 0.607961, 0.571495,-0.848364,-0.120761, 0.179713, 0.337086
RF02975#URS0000D6C04C_1235800/1-48#subopt0,  4.17985,  2.22271,  1.06714,  0.25203,  0.72826,-0.410864,-0.334667,  1.52891,0.0217435, -1.19043, 0.564465, 0.497726,  1.03189
RF02975#URS0000D6C04C_1235800/1-48#subopt1,    4.14999,    1.94618,    1.34321,   0.015089,   0.650978,  -0.180249,0.000794782,   0.805494,   0.502681,   -1.35445,   -0.12081,   0.507807,   0.746499
RF02975#URS0000D6C04C_1235800/1-48#subopt2,   3.51673,   2.27246,  0.602115,   0.58836,    1.0807, -0.854146, -0.186148,   1.20296,-0.0164199, -0.100449,-0.0892631,  0.400703,  0.811865
RF02975#URS0000D6C04C_1235800/1-48#subopt3,  4.44849,  1.66701, 0.287028, -1.51109,  0.16671, 0.186723,  1.39388, 0.607961, 0.571495,-0.848364,-0.120761, 0.179713, 0.337086
RF02975#KE159821.1/197762-197715#subopt0,  4.17985,  2.22271,  1.06714,  0.25203,  0.72826,-0.410864,-0.334667,  1.52891,0.0217435, -1.19043, 0.564465, 0.497726,  1.03189
RF02975#KE159821.1/197762-197715#subopt1,    4.14999,    1.94618,    1.34321,   0.015089,   0.650978,  -0.180249,0.000794782,   0.805494,   0.502681,   -1.35445,   -0.12081,   0.507807,   0.746499
RF02975#KE159821.1/197762-197715#subopt2,   3.51673,   2.27246,  0.602115,   0.58836,    1.0807, -0.854146, -0.186148,   1.20296,-0.0164199, -0.100449,-0.0892631,  0.400703,  0.811865
RF02975#KE159821.1/197762-197715#subopt3,  4.44849,  1.66701, 0.287028, -1.51109,  0.16671, 0.186723,  1.39388, 0.607961, 0.571495,-0.848364,-0.120761, 0.179713, 0.337086
RF02999#URS0000D67576_1163398/1-93#subopt0,   4.88002, 0.0352967,  0.427655,  -2.70268,   1.36664,  0.108711, -0.375178,0.00313689,  0.257338,  0.543636,  0.476937, -0.729666,  -1.08121
RF02999#URS0000D67576_1163398/1-93#subopt1,   5.4064, -0.54453,0.0146464, -2.80972,  1.05665, -0.41629,-0.246466,-0.127805, 0.580878, 0.628644, 0.737628, -0.61591, -1.18259
RF02999#URS0000D67576_1163398/1-93#subopt2,   5.15082, -0.498767,  0.488625,  -1.13433,    1.8197,    0.3538,  0.433862, -0.908399,  -1.06559, -0.468898, -0.382457,-0.0118289,  -1.27418
RF02999#URS0000D67576_1163398/1-93#subopt3,   4.45602,-0.0739209,  0.280549,   -2.5615,   1.36461,  0.374965,-0.0200792, -0.191158,-0.0558865,  0.462245,-0.0173099,  -0.54672,   -0.9547
RF02999#URS0000D69975_1388763/1-93#subopt0,  4.48867,  0.12771, 0.198124, -2.36644,  1.10435, 0.218417,-0.409106,0.0913543, -0.25424, 0.670902, 0.155344, -0.65272,-0.666519
RF02999#URS0000D69975_1388763/1-93#subopt1,   4.4701,0.0333672,   1.4485,-0.962509,  1.88639, 0.788895, 0.196602,-0.727932,-0.774806,-0.225826, -0.19723, 0.272917,-0.763278
RF02999#URS0000D69975_1388763/1-93#subopt2,  3.68064, 0.471693,  1.05467, -2.23061,  1.47443, 0.726836,-0.262657,0.0279503, 0.227691, 0.656741,0.0772227,-0.247047,-0.503168
RF02999#URS0000D69975_1388763/1-93#subopt3,  5.15158,-0.561834, 0.411299, -1.00878,   1.6413,-0.105604, 0.177483, -1.11034,-0.578842, -0.34589,-0.303303,0.0298344, -1.26231
RF02999#URS0000D6C9F9_384676/1-93#subopt0,  4.48867,  0.12771, 0.198124, -2.36644,  1.10435, 0.218417,-0.409106,0.0913543, -0.25424, 0.670902, 0.155344, -0.65272,-0.666519
RF02999#URS0000D6C9F9_384676/1-93#subopt1,   4.4701,0.0333672,   1.4485,-0.962509,  1.88639, 0.788895, 0.196602,-0.727932,-0.774806,-0.225826, -0.19723, 0.272917,-0.763278
RF02999#URS0000D6C9F9_384676/1-93#subopt2,  3.68064, 0.471693,  1.05467, -2.23061,  1.47443, 0.726836,-0.262657,0.0279503, 0.227691, 0.656741,0.0772227,-0.247047,-0.503168
RF02999#URS0000D6C9F9_384676/1-93#subopt3,  5.15158,-0.561834, 0.411299, -1.00878,   1.6413,-0.105604, 0.177483, -1.11034,-0.578842, -0.34589,-0.303303,0.0298344, -1.26231
RF02999#CT573326.1/87696-87788#subopt0,  4.48867,  0.12771, 0.198124, -2.36644,  1.10435, 0.218417,-0.409106,0.0913543, -0.25424, 0.670902, 0.155344, -0.65272,-0.666519
RF02999#CT573326.1/87696-87788#subopt1,   4.4701,0.0333672,   1.4485,-0.962509,  1.88639, 0.788895, 0.196602,-0.727932,-0.774806,-0.225826, -0.19723, 0.272917,-0.763278
RF02999#CT573326.1/87696-87788#subopt2,  3.68064, 0.471693,  1.05467, -2.23061,  1.47443, 0.726836,-0.262657,0.0279503, 0.227691, 0.656741,0.0772227,-0.247047,-0.503168
RF02999#CT573326.1/87696-87788#subopt3,  5.15158,-0.561834, 0.411299, -1.00878,   1.6413,-0.105604, 0.177483, -1.11034,-0.578842, -0.34589,-0.303303,0.0298344, -1.26231
